user_id,session,article_id,clicked_or_not,time_spent,rating_article
5,1,1200,0,0,0
5,1,2707,0,0,0
5,1,2065,0,0,0
5,1,2641,0,0,0
5,1,2662,1,49.56716898,5
5,1,2577,0,0,0
5,1,778,0,0,0
5,1,1004,0,0,0
5,2,1222,0,0,0
5,2,1700,1,79.3549377,5
5,2,1850,1,89.3600917,3
5,2,128,0,0,0
5,2,1856,0,0,0
5,2,2103,1,41.55872197,1
5,2,433,1,125.0293387,1
5,2,1164,1,85.12781131,4
5,2,1937,1,38.53846905,3
5,2,2601,1,32.97705389,1
5,3,2621,1,59.70036017,3
5,3,1815,1,125.5273493,1
5,3,517,0,0,0
5,3,2391,1,104.1815182,5
5,3,557,0,0,0
5,3,2158,0,0,0
5,3,2283,1,88.06447243,2
5,3,648,0,0,0
5,3,1946,0,0,0
5,3,1930,0,0,0
5,4,1319,1,129.0786776,1
5,4,1252,0,0,0
5,4,1805,1,42.49212725,1
5,4,376,1,37.43936341,4
5,4,970,0,0,0
5,4,2708,0,0,0
5,4,1547,0,0,0
5,4,845,1,119.4224356,3
5,4,396,0,0,0
5,4,1222,1,126.4606921,1
6,1,1232,1,63.92700761,5
6,1,1846,0,0,0
6,1,1950,0,0,0
6,1,2421,1,80.96984507,1
6,1,1801,0,0,0
6,1,1798,0,0,0
6,1,2690,0,0,0
6,1,1902,0,0,0
6,1,89,0,0,0
6,1,527,0,0,0
6,2,1580,1,91.53081445,3
6,2,826,1,75.85412005,2
6,2,708,0,0,0
6,2,595,1,44.73279331,5
6,2,159,1,77.64423784,4
6,2,2171,1,62.35889615,1
6,2,2132,0,0,0
6,2,1980,1,87.41465843,1
6,2,1734,1,118.1648527,5
6,2,1717,1,99.45209536,1
6,3,1550,1,84.54955386,5
6,3,1376,1,113.92044,1
6,3,443,0,0,0
6,3,2754,0,0,0
6,3,1215,0,0,0
6,3,933,0,0,0
6,3,229,1,107.9754281,1
6,3,2179,1,83.31368334,3
6,3,1117,1,80.92521774,1
6,3,18,0,0,0
6,4,2773,1,42.08407533,3
6,4,2413,0,0,0
6,4,1409,0,0,0
6,4,1525,1,72.0983982,5
6,4,2663,1,118.9115343,3
6,4,1914,1,67.46678643,4
6,4,594,0,0,0
6,4,1755,0,0,0
6,4,2564,1,97.47281019,1
6,4,1917,1,71.58504455,5
6,5,2886,1,73.77084365,5
6,5,657,0,0,0
6,5,2319,1,107.1102561,1
6,5,804,0,0,0
6,5,1391,1,118.5324112,5
6,5,2223,0,0,0
6,5,2883,0,0,0
6,5,1819,0,0,0
6,5,1583,0,0,0
6,5,2617,1,55.68322394,5
6,6,1279,0,0,0
6,6,1635,1,111.8592392,2
6,6,463,0,0,0
6,6,2379,1,31.7738438,4
6,6,124,0,0,0
6,6,1409,1,70.84795872,5
6,6,1514,1,76.33669633,3
6,6,12,0,0,0
6,6,819,1,82.74667687,2
6,6,654,1,62.34833833,1
6,7,207,0,0,0
6,7,2812,0,0,0
6,7,1452,1,83.18594972,1
6,7,487,1,72.17853208,5
6,7,2321,1,73.29271371,2
6,7,526,0,0,0
6,7,1562,1,119.4893573,3
6,7,2052,0,0,0
6,7,1783,0,0,0
6,7,1204,0,0,0
7,1,782,0,0,0
7,1,2382,1,70.80447561,4
7,1,613,1,66.47090648,3
7,1,23,0,0,0
7,1,1650,0,0,0
7,1,1803,0,0,0
7,1,1719,1,68.72635137,1
7,1,1548,1,103.8525103,1
7,1,1356,1,44.80650108,5
7,1,541,0,0,0
7,2,124,1,69.82523337,1
7,2,1037,1,26.24846088,3
7,2,2675,1,103.9416162,2
7,2,2078,0,0,0
7,2,1385,1,134.5986594,4
7,2,1023,1,59.75003931,2
7,2,771,1,35.78345535,3
7,2,2514,1,77.30827518,1
7,2,1427,1,84.95984544,1
7,2,43,1,83.63548111,1
7,3,2624,0,0,0
7,3,1459,1,75.87935131,4
7,3,1594,1,45.05577653,4
7,3,193,0,0,0
7,3,1712,0,0,0
7,3,1595,0,0,0
7,3,118,0,0,0
7,3,1286,1,42.88792656,5
7,3,1889,0,0,0
7,3,1657,0,0,0
7,4,1218,1,33.98244368,4
7,4,406,1,114.2499775,2
7,4,135,1,74.89008618,3
7,4,1517,1,40.09072328,4
7,4,2841,0,0,0
7,4,2803,0,0,0
7,4,513,1,74.68082294,3
7,4,2168,1,121.3728676,5
7,4,1547,1,125.3238604,4
7,4,2734,0,0,0
7,5,2513,0,0,0
7,5,220,0,0,0
7,5,1548,0,0,0
7,5,2756,0,0,0
7,5,2345,0,0,0
7,5,295,1,66.09799017,5
7,5,1547,1,115.8103978,5
7,5,2301,0,0,0
7,5,740,1,101.1328618,3
7,5,803,1,90.73260814,4
7,6,409,1,60.60851299,3
7,6,1278,0,0,0
7,6,1155,1,87.97609149,3
7,6,291,0,0,0
7,6,1707,1,70.86922274,3
7,6,165,1,92.96519065,4
7,6,46,0,0,0
7,6,1160,1,37.19702643,2
7,6,1544,0,0,0
7,6,1140,1,94.0299764,5
7,7,205,1,36.86946419,3
7,7,828,0,0,0
7,7,531,0,0,0
7,7,416,1,83.62675733,4
7,7,1715,0,0,0
7,7,2380,1,109.0544694,4
7,7,2749,0,0,0
7,7,2822,0,0,0
7,7,937,0,0,0
7,7,13,0,0,0
8,1,2317,0,0,0
8,1,153,0,0,0
8,1,1256,1,128.5129037,4
8,1,1837,1,124.9209377,3
8,1,2120,0,0,0
8,1,116,0,0,0
8,1,2016,0,0,0
8,1,1793,1,86.96616211,3
8,1,1226,0,0,0
8,1,2060,0,0,0
8,2,183,0,0,0
8,2,822,1,73.96366668,5
8,2,2099,1,115.4958166,1
8,2,1258,1,64.47306324,2
8,2,279,1,79.8215998,3
8,2,1896,1,77.52210033,3
8,2,6,0,0,0
8,2,276,0,0,0
8,2,589,0,0,0
8,2,23,1,85.26732107,3
8,3,1313,0,0,0
8,3,69,1,84.71773377,1
8,3,596,0,0,0
8,3,1041,0,0,0
8,3,187,0,0,0
8,3,2515,0,0,0
8,3,509,0,0,0
8,3,962,1,93.31730265,2
8,3,2451,1,33.04512274,3
8,3,794,0,0,0
8,4,393,0,0,0
8,4,1503,0,0,0
8,4,188,0,0,0
8,4,2238,0,0,0
8,4,731,1,121.1312153,1
8,4,156,0,0,0
8,4,2616,0,0,0
8,4,1268,1,68.29289235,4
8,4,2617,1,66.26470389,1
8,4,1107,1,95.49012214,3
8,5,1213,0,0,0
8,5,1071,1,78.76128029,2
8,5,2890,1,77.89737491,1
8,5,802,1,65.5089663,5
8,5,1130,0,0,0
8,5,1004,1,30.43143204,1
8,5,1129,1,75.54374862,4
8,5,2849,1,39.86388085,5
8,5,1967,0,0,0
8,5,1827,0,0,0
9,1,69,0,0,0
9,1,457,0,0,0
9,1,1123,0,0,0
9,1,2598,0,0,0
9,1,2324,1,74.02246987,2
9,1,1162,0,0,0
9,1,1801,1,111.8472671,3
9,1,1988,1,44.86081462,3
9,1,321,0,0,0
9,1,1813,0,0,0
9,2,513,1,71.39078024,5
9,2,2811,0,0,0
9,2,1625,0,0,0
9,2,2641,1,37.53422699,3
9,2,2517,1,99.48425827,2
9,2,774,1,71.11422493,3
9,2,2027,0,0,0
9,2,2674,1,75.89130039,5
9,2,2591,0,0,0
9,2,2388,0,0,0
9,3,210,1,60.33892655,5
9,3,691,1,45.61792243,1
9,3,2583,0,0,0
9,3,1262,0,0,0
9,3,1561,0,0,0
9,3,2309,0,0,0
9,3,2443,1,75.51165588,1
9,3,927,0,0,0
9,3,813,1,45.03170449,2
9,3,2176,0,0,0
9,4,37,1,67.27042482,4
9,4,2362,1,72.08769145,2
9,4,2598,0,0,0
9,4,164,0,0,0
9,4,1226,0,0,0
9,4,2581,0,0,0
9,4,2623,0,0,0
9,4,924,0,0,0
9,4,1904,1,77.23327894,3
9,4,2137,0,0,0
10,1,174,1,83.45900403,5
10,1,2317,0,0,0
10,1,1444,1,115.1589202,3
10,1,1106,0,0,0
10,1,2478,1,85.55244582,4
10,1,2231,0,0,0
10,1,1583,0,0,0
10,1,2476,0,0,0
10,1,23,1,39.67510237,2
10,1,467,0,0,0
10,2,1245,0,0,0
10,2,2906,0,0,0
10,2,305,1,80.52025668,4
10,2,2858,1,64.34846903,5
10,2,772,0,0,0
10,2,762,1,85.15744975,5
10,2,1731,0,0,0
10,2,1979,1,36.81072211,5
10,2,2109,0,0,0
10,2,2249,0,0,0
11,1,2350,0,0,0
11,1,642,0,0,0
11,1,984,0,0,0
11,1,2170,1,65.23219283,2
11,1,1649,1,73.53601049,5
11,1,2730,1,31.81710919,5
11,1,969,0,0,0
11,1,1560,1,138.3021954,3
11,1,454,1,64.81490999,4
11,1,943,0,0,0
11,2,459,1,79.45550675,3
11,2,1407,1,109.2946448,5
11,2,2607,0,0,0
11,2,2321,0,0,0
11,2,230,0,0,0
11,2,285,1,40.58477089,5
11,2,695,0,0,0
11,2,1173,0,0,0
11,2,636,1,67.05514329,3
11,2,540,1,127.1591659,2
11,3,56,1,79.84370929,3
11,3,1043,1,105.3744506,4
11,3,127,1,72.89530782,2
11,3,1771,0,0,0
11,3,1529,1,72.84877015,2
11,3,1127,0,0,0
11,3,2518,0,0,0
11,3,1286,0,0,0
11,3,1718,0,0,0
11,3,1773,0,0,0
11,4,2190,0,0,0
11,4,506,0,0,0
11,4,240,0,0,0
11,4,2413,1,79.79651287,2
11,4,1443,0,0,0
11,4,187,1,46.10939494,3
11,4,2719,0,0,0
11,4,1593,0,0,0
11,4,1283,1,72.54779796,1
11,4,2672,0,0,0
11,5,745,1,93.04896962,2
11,5,1879,1,72.57839103,2
11,5,1278,1,80.88643472,3
11,5,1595,0,0,0
11,5,408,1,82.88758699,5
11,5,1801,1,76.7361314,1
11,5,763,1,45.23106883,2
11,5,2386,1,41.63027879,4
11,5,1031,1,46.50768736,2
11,5,1573,1,40.43058167,5
11,6,621,1,104.0152056,2
11,6,805,1,123.0624515,4
11,6,1027,1,118.1492645,2
11,6,582,1,30.65411369,5
11,6,247,0,0,0
11,6,274,1,112.3252838,5
11,6,2448,1,46.93156576,4
11,6,1662,1,39.91492594,1
11,6,487,0,0,0
11,6,1099,0,0,0
11,7,1469,1,37.51141897,5
11,7,1292,0,0,0
11,7,2164,0,0,0
11,7,2661,1,118.804792,2
11,7,577,1,78.93530453,3
11,7,565,1,120.7252731,3
11,7,1683,1,68.72873673,3
11,7,2043,0,0,0
11,7,922,1,39.07878786,5
11,7,1134,0,0,0
12,1,1352,1,106.7190187,3
12,1,1316,1,40.41191296,5
12,1,1568,0,0,0
12,1,808,0,0,0
12,1,2882,0,0,0
12,1,2723,1,116.750865,1
12,1,1235,1,24.5985675,4
12,1,2130,1,122.8054667,4
12,1,2696,1,84.4739389,3
12,1,2723,1,57.69116475,4
12,2,198,0,0,0
12,2,2584,0,0,0
12,2,2351,1,77.13586784,3
12,2,2518,0,0,0
12,2,2371,1,115.0626703,4
12,2,1125,1,44.19181029,1
12,2,1757,1,40.34668913,5
12,2,443,0,0,0
12,2,50,0,0,0
12,2,753,0,0,0
12,3,1589,0,0,0
12,3,2014,1,40.89198056,3
12,3,1666,0,0,0
12,3,2226,0,0,0
12,3,1431,1,84.39956474,3
12,3,174,0,0,0
12,3,1811,0,0,0
12,3,436,0,0,0
12,3,1809,0,0,0
12,3,2690,0,0,0
12,4,1473,1,124.1295763,4
12,4,793,0,0,0
12,4,1326,1,115.7967529,2
12,4,519,1,80.65051904,2
12,4,2508,1,64.6123925,2
12,4,2173,1,137.8507867,3
12,4,2008,0,0,0
12,4,1251,1,49.89128684,5
12,4,609,1,80.23781051,1
12,4,505,1,91.53647569,3
13,1,2771,1,77.08342676,3
13,1,418,0,0,0
13,1,2783,0,0,0
13,1,2089,1,72.61549705,5
13,1,1679,1,80.29911572,3
13,1,217,1,101.951902,4
13,1,2477,0,0,0
13,1,1311,0,0,0
13,1,872,1,98.9270169,4
13,1,205,1,123.9292612,5
13,2,663,0,0,0
13,2,2669,0,0,0
13,2,249,1,123.5302995,5
13,2,1364,0,0,0
13,2,1627,1,83.57355144,1
13,2,818,1,86.62305088,5
13,2,2597,1,112.7855435,4
13,2,2062,0,0,0
13,2,2236,0,0,0
13,2,498,0,0,0
13,3,1586,1,104.4692006,1
13,3,488,1,122.198412,5
13,3,150,1,109.5220277,2
13,3,1803,0,0,0
13,3,782,0,0,0
13,3,1611,0,0,0
13,3,798,1,115.548787,5
13,3,2017,0,0,0
13,3,2443,1,74.53158808,4
13,3,170,0,0,0
14,1,460,0,0,0
14,1,1872,1,81.86510221,4
14,1,2600,0,0,0
14,1,902,0,0,0
14,1,1329,1,119.2913878,2
14,1,2890,1,127.8625044,1
14,1,2534,1,62.08078277,2
14,1,1250,1,78.15594192,1
14,1,1020,1,46.52823475,4
14,1,1032,1,29.05029284,1
14,2,125,1,67.45335229,1
14,2,2823,0,0,0
14,2,870,0,0,0
14,2,2674,1,79.35700341,2
14,2,1656,1,85.81079862,5
14,2,2874,1,69.91572855,3
14,2,971,0,0,0
14,2,1990,0,0,0
14,2,1680,0,0,0
14,2,2289,1,110.794078,3
15,1,414,0,0,0
15,1,2498,1,66.97636775,5
15,1,693,0,0,0
15,1,888,0,0,0
15,1,629,0,0,0
15,1,2803,0,0,0
15,1,2344,1,39.36513777,4
15,1,237,0,0,0
15,1,1745,1,84.39779639,2
15,1,2028,0,0,0
15,2,1489,0,0,0
15,2,916,0,0,0
15,2,1108,1,87.91634182,2
15,2,324,0,0,0
15,2,2173,0,0,0
15,2,1208,0,0,0
15,2,898,1,113.0377893,4
15,2,1894,0,0,0
15,2,438,1,78.68957271,4
15,2,1733,0,0,0
15,3,1218,0,0,0
15,3,1705,0,0,0
15,3,2218,1,122.0717507,3
15,3,951,1,73.67497004,5
15,3,475,1,68.96484503,1
15,3,2212,0,0,0
15,3,2332,1,92.05360577,3
15,3,657,1,117.1969824,3
15,3,1686,1,40.12246395,1
15,3,2421,1,78.15568918,4
16,1,216,0,0,0
16,1,476,1,97.97220856,3
16,1,2021,0,0,0
16,1,1712,0,0,0
16,1,1559,1,88.57459034,4
16,1,1540,0,0,0
16,1,1427,1,119.613995,1
16,1,2412,1,132.1779174,1
16,1,2673,0,0,0
16,1,1859,1,134.1827175,2
16,2,755,1,124.1381559,4
16,2,1532,1,67.91170397,5
16,2,1776,0,0,0
16,2,2218,0,0,0
16,2,1138,0,0,0
16,2,906,1,86.95916583,2
16,2,1631,0,0,0
16,2,2217,1,76.45174117,3
16,2,833,1,58.09067395,1
16,2,1644,1,78.09877697,3
16,3,2193,1,77.42062239,1
16,3,2004,0,0,0
16,3,1337,1,36.92791516,1
16,3,707,0,0,0
16,3,1163,0,0,0
16,3,657,1,79.31061045,1
16,3,2477,0,0,0
16,3,2099,0,0,0
16,3,1117,0,0,0
16,3,1534,1,102.9160592,1
16,4,1309,0,0,0
16,4,1864,0,0,0
16,4,1633,1,45.79674216,4
16,4,383,1,40.66342643,2
16,4,72,1,100.0058328,5
16,4,1878,1,113.419119,4
16,4,1099,1,63.81080777,1
16,4,1734,1,113.5137463,5
16,4,1204,0,0,0
16,4,427,0,0,0
16,5,2851,1,106.5575834,2
16,5,566,0,0,0
16,5,2503,0,0,0
16,5,496,0,0,0
16,5,1465,1,36.531936,4
16,5,1101,0,0,0
16,5,685,0,0,0
16,5,1359,0,0,0
16,5,938,0,0,0
16,5,2809,1,45.43073554,4
16,6,676,0,0,0
16,6,545,0,0,0
16,6,546,1,37.05552294,3
16,6,86,0,0,0
16,6,1107,0,0,0
16,6,775,1,74.8581253,1
16,6,518,1,70.63309802,5
16,6,2312,1,99.65282802,1
16,6,2680,1,26.17540259,2
16,6,195,1,42.36439468,5
16,7,1017,1,69.89254529,4
16,7,2601,0,0,0
16,7,2156,1,41.9942588,1
16,7,960,0,0,0
16,7,1305,1,87.03593275,1
16,7,496,1,35.8947956,4
16,7,2665,0,0,0
16,7,2859,1,88.6671192,1
16,7,941,1,39.80775749,1
16,7,2551,0,0,0
17,1,1315,1,102.7387442,3
17,1,935,1,86.88290088,1
17,1,37,0,0,0
17,1,260,1,65.93126043,4
17,1,1824,0,0,0
17,1,543,1,59.83148146,5
17,1,2523,1,123.7890829,3
17,1,190,1,68.96292698,1
17,1,507,0,0,0
17,1,2076,0,0,0
18,1,2327,1,79.28143335,5
18,1,1634,1,106.6738287,4
18,1,1946,0,0,0
18,1,2423,1,129.1005721,1
18,1,670,1,79.28200909,4
18,1,1192,0,0,0
18,1,373,0,0,0
18,1,2425,1,94.24246424,1
18,1,2840,1,71.40082007,4
18,1,1079,1,32.0635095,4
18,2,1856,1,82.79269904,3
18,2,1617,0,0,0
18,2,1935,1,40.15810928,2
18,2,2108,1,68.06029426,3
18,2,2387,0,0,0
18,2,808,0,0,0
18,2,1500,1,81.79133015,5
18,2,1801,0,0,0
18,2,1828,1,95.84104901,4
18,2,2849,1,71.76845268,4
18,3,1469,1,119.1379566,4
18,3,55,0,0,0
18,3,1608,1,71.21835182,1
18,3,122,0,0,0
18,3,2355,0,0,0
18,3,807,1,117.6516552,5
18,3,1097,0,0,0
18,3,1153,0,0,0
18,3,2365,1,116.3811987,1
18,3,779,0,0,0
19,1,122,0,0,0
19,1,8,1,93.82260765,4
19,1,487,1,81.90440474,3
19,1,2466,1,34.66971711,2
19,1,132,1,44.32204057,2
19,1,185,0,0,0
19,1,2256,0,0,0
19,1,946,1,88.84343448,3
19,1,2643,0,0,0
19,1,2512,0,0,0
19,2,2322,1,58.62274234,3
19,2,2542,0,0,0
19,2,1016,0,0,0
19,2,1231,0,0,0
19,2,941,0,0,0
19,2,297,1,39.00952394,2
19,2,1981,0,0,0
19,2,466,0,0,0
19,2,1758,1,79.70256759,5
19,2,1319,0,0,0
19,3,1766,1,78.61763333,4
19,3,2737,0,0,0
19,3,2524,1,85.39952183,1
19,3,773,0,0,0
19,3,2565,1,68.76154035,5
19,3,508,1,40.7605743,1
19,3,1417,0,0,0
19,3,2845,1,78.93806667,4
19,3,39,1,35.94860458,4
19,3,2327,1,126.7194683,5
19,4,230,1,30.45801231,1
19,4,150,0,0,0
19,4,2190,0,0,0
19,4,2432,1,63.4232487,5
19,4,2811,0,0,0
19,4,702,1,76.96871586,5
19,4,2447,1,57.85426799,1
19,4,1413,0,0,0
19,4,531,1,72.27293314,5
19,4,1146,1,77.55837081,3
20,1,413,1,61.55551318,2
20,1,1997,1,111.1193755,2
20,1,442,1,73.1409452,5
20,1,1282,1,113.7911757,2
20,1,2421,0,0,0
20,1,2900,0,0,0
20,1,1931,1,71.88648276,5
20,1,2201,1,34.87147827,2
20,1,2118,1,79.83154407,2
20,1,361,1,46.50482941,4
21,1,2828,0,0,0
21,1,1241,1,65.14200936,2
21,1,2824,0,0,0
21,1,2862,0,0,0
21,1,2733,1,47.24538849,1
21,1,1660,1,90.5119921,3
21,1,1784,0,0,0
21,1,306,0,0,0
21,1,2463,0,0,0
21,1,2801,1,77.13274016,5
21,2,308,1,62.05082134,2
21,2,1960,1,80.38041963,3
21,2,2284,1,82.51186662,1
21,2,1601,0,0,0
21,2,507,1,82.76436469,4
21,2,2307,1,84.5157794,1
21,2,1470,1,76.72932124,2
21,2,2471,0,0,0
21,2,751,0,0,0
21,2,936,1,40.58433887,3
21,3,910,0,0,0
21,3,1515,1,79.09738538,4
21,3,1332,1,108.3320192,1
21,3,2832,0,0,0
21,3,2159,0,0,0
21,3,2226,0,0,0
21,3,788,0,0,0
21,3,772,0,0,0
21,3,76,1,32.11999701,4
21,3,2329,1,109.5449924,2
21,4,466,0,0,0
21,4,274,0,0,0
21,4,2547,0,0,0
21,4,43,1,118.6722336,4
21,4,1554,0,0,0
21,4,1008,0,0,0
21,4,2433,1,95.69779278,2
21,4,918,1,70.18935207,4
21,4,2874,1,100.4771471,2
21,4,2616,0,0,0
22,1,969,0,0,0
22,1,870,0,0,0
22,1,1989,1,114.3709443,2
22,1,634,0,0,0
22,1,1249,0,0,0
22,1,2128,1,131.9721204,1
22,1,2815,0,0,0
22,1,2336,1,43.31043247,5
22,1,2341,0,0,0
22,1,389,1,105.7514873,3
23,1,710,1,61.39856609,4
23,1,656,0,0,0
23,1,779,0,0,0
23,1,2379,1,106.4121031,4
23,1,1491,0,0,0
23,1,46,1,66.15936823,1
23,1,1900,1,130.2647491,4
23,1,2896,1,71.16779673,2
23,1,605,1,32.1912166,3
23,1,1857,1,109.0162875,3
23,2,2365,1,81.53242983,1
23,2,2625,1,75.06686386,3
23,2,2811,0,0,0
23,2,1011,1,120.2206186,2
23,2,100,1,86.64059614,1
23,2,515,0,0,0
23,2,2882,0,0,0
23,2,2705,0,0,0
23,2,2043,1,63.49410768,3
23,2,216,1,96.18650271,3
24,1,443,0,0,0
24,1,2529,1,71.71511259,4
24,1,2228,1,116.6081957,5
24,1,1242,1,136.2014373,3
24,1,1243,0,0,0
24,1,5,1,70.65630411,4
24,1,1901,1,116.0172612,3
24,1,2197,1,37.38369004,2
24,1,2060,1,49.99770811,2
24,1,2913,0,0,0
24,2,1852,1,107.1755279,3
24,2,2531,1,70.66270446,4
24,2,1249,0,0,0
24,2,504,1,66.53297565,5
24,2,186,1,91.20785174,5
24,2,957,0,0,0
24,2,1127,1,112.6702949,5
24,2,109,1,41.81236807,4
24,2,1883,0,0,0
24,2,2047,0,0,0
24,3,1815,1,39.77545381,2
24,3,991,1,50.38276874,2
24,3,1762,1,88.8815508,1
24,3,740,1,78.21667328,5
24,3,1757,1,61.19020283,5
24,3,106,1,39.0309541,5
24,3,1026,0,0,0
24,3,1993,0,0,0
24,3,787,1,74.8643633,1
24,3,256,0,0,0
25,1,975,0,0,0
25,1,728,0,0,0
25,1,113,0,0,0
25,1,1049,0,0,0
25,1,1663,0,0,0
25,1,1088,1,117.7514502,4
25,1,2293,1,130.8164362,1
25,1,301,0,0,0
25,1,337,1,110.1567061,1
25,1,106,1,66.60895142,4
26,1,1749,1,67.45542306,4
26,1,2349,1,52.98711505,1
26,1,1209,0,0,0
26,1,2171,0,0,0
26,1,2555,1,30.61020893,4
26,1,2493,1,41.89391464,3
26,1,2508,1,76.0392608,1
26,1,511,0,0,0
26,1,1556,1,79.43052056,1
26,1,1099,0,0,0
27,1,1278,1,78.95846894,4
27,1,449,0,0,0
27,1,2433,0,0,0
27,1,1995,1,34.9945298,3
27,1,873,1,77.60111806,4
27,1,2371,1,88.28627441,3
27,1,880,1,68.83137694,3
27,1,2083,1,83.63802893,4
27,1,950,0,0,0
27,1,1419,1,42.94402834,5
27,2,89,0,0,0
27,2,2232,0,0,0
27,2,291,1,117.9985534,1
27,2,2498,1,34.30883418,1
27,2,2733,0,0,0
27,2,898,0,0,0
27,2,468,1,94.62285495,2
27,2,381,1,63.49808397,3
27,2,352,0,0,0
27,2,379,1,38.61157403,2
28,1,20,1,68.59343038,3
28,1,1979,1,40.62175852,2
28,1,380,1,79.76329159,3
28,1,114,0,0,0
28,1,540,1,48.903211,5
28,1,755,1,46.46072342,4
28,1,704,1,76.93189248,4
28,1,754,1,66.80584339,4
28,1,1368,1,107.890419,3
28,1,106,1,121.9365071,2
28,2,888,0,0,0
28,2,990,0,0,0
28,2,118,1,79.80581928,5
28,2,1358,0,0,0
28,2,615,0,0,0
28,2,156,0,0,0
28,2,750,1,118.4123485,2
28,2,542,0,0,0
28,2,348,1,49.69051408,5
28,2,1930,1,80.2452501,1
28,3,1276,0,0,0
28,3,915,1,75.71611699,1
28,3,140,0,0,0
28,3,1541,1,111.5018763,3
28,3,2599,0,0,0
28,3,11,0,0,0
28,3,2564,1,79.92032218,5
28,3,4,0,0,0
28,3,2149,0,0,0
28,3,2343,1,70.08991654,1
